ID	ChoiceA	ChoiceB	ChoiceC	ChoiceD
492	Coach definition A	Turn definition B	International definition C	Push definition D
493	Sign definition A	Capital definition B	Pattern definition C	Opportunity definition D
494	Discover definition A	Education definition B	Smile definition C	Past definition D
495	Skill definition A	Growth definition B	Cost definition C	Environment definition D
496	Teacher definition A	Color definition B	Attorney definition C	Decision definition D
497	Table definition A	Around definition B	Threat definition C	Body definition D
498	The definition A	Pass definition B	Consider definition C	American definition D
499	Program definition A	Still definition B	Indicate definition C	Form definition D
500	One definition A	Finally definition B	Since definition C	Down definition D
501	Deal definition A	Important definition B	Scientist definition C	Along definition D
502	Boy definition A	Officer definition B	Through definition C	Serious definition D
503	People definition A	Last definition B	Scientist definition C	Wall definition D
504	Face definition A	Of definition B	Mind definition C	Project definition D
505	Include definition A	Writer definition B	After definition C	Method definition D
506	Run definition A	Positive definition B	Book definition C	Grow definition D
507	View definition A	Interview definition B	Side definition C	Analysis definition D
508	Sound definition A	Bring definition B	Sing definition C	Clear definition D
509	True definition A	Weight definition B	Grow definition C	Identify definition D
510	Scientist definition A	Million definition B	Right definition C	Product definition D
511	Every definition A	Day definition B	Civil definition C	Thought definition D
512	Budget definition A	Politics definition B	Once definition C	Meeting definition D
513	Voice definition A	Drug definition B	Field definition C	Out definition D
514	Professional definition A	Land definition B	Couple definition C	Seat definition D
515	Work definition A	Knowledge definition B	Church definition C	May definition D
516	Officer definition A	Pay definition B	Help definition C	Various definition D
517	Themselves definition A	Just definition B	Research definition C	Recognize definition D
518	Service definition A	Military definition B	Wife definition C	Fund definition D
519	Seven definition A	Article definition B	All definition C	Phone definition D
520	With definition A	Risk definition B	Onto definition C	Which definition D
521	Debate definition A	Ability definition B	Break definition C	Eight definition D
522	Safe definition A	Skin definition B	Individual definition C	Card definition D
523	Some definition A	Information definition B	Give definition C	Clear definition D
524	Word definition A	Take definition B	Far definition C	Skill definition D
525	Maintain definition A	Instead definition B	Feeling definition C	Defense definition D
526	Determine definition A	Speech definition B	Surface definition C	Pm definition D
527	Reality definition A	Knowledge definition B	Establish definition C	Development definition D
528	Line definition A	Rich definition B	Sell definition C	Health definition D
529	Staff definition A	Into definition B	None definition C	Career definition D
530	Fight definition A	Garden definition B	Board definition C	Question definition D
531	Plan definition A	Prove definition B	Opportunity definition C	Your definition D
532	Know definition A	Recently definition B	Option definition C	Deal definition D
533	Herself definition A	Down definition B	Leave definition C	Language definition D
534	Option definition A	Save definition B	Practice definition C	Safe definition D
535	Water definition A	Address definition B	Almost definition C	East definition D
536	Beautiful definition A	War definition B	Why definition C	Factor definition D
537	Better definition A	Themselves definition B	Method definition C	Exactly definition D
538	Meeting definition A	Understand definition B	Positive definition C	According definition D
539	Like definition A	Them definition B	Try definition C	Improve definition D
540	Decide definition A	Early definition B	Everyone definition C	By definition D
541	Subject definition A	Various definition B	Customer definition C	Behavior definition D
542	There definition A	Per definition B	Company definition C	Ball definition D
543	We definition A	Clear definition B	Your definition C	Push definition D
544	Structure definition A	Less definition B	Truth definition C	Agree definition D
545	Claim definition A	Event definition B	Already definition C	Scientist definition D
546	Pay definition A	Tend definition B	Husband definition C	Natural definition D
547	Employee definition A	Word definition B	Direction definition C	Word definition D
548	Develop definition A	Hotel definition B	Change definition C	Fight definition D
549	Reduce definition A	Always definition B	Same definition C	Learn definition D
